time,lat,lon
2020-12-01 04:32:09,55.180112,11.245255
2020-12-01 04:32:12,55.18025,11.24524
2020-12-01 04:32:15,55.180388,11.24522
2020-12-01 04:32:19,55.180572,11.245185
2020-12-01 04:32:22,55.180712,11.245157
2020-12-01 04:32:25,55.180853,11.245125
2020-12-01 04:32:29,55.181043,11.245088
2020-12-01 04:32:32,55.181185,11.245065
2020-12-01 04:32:35,55.181327,11.245038
2020-12-01 04:32:38,55.18147,11.245008
2020-12-01 04:32:42,55.181612,11.244975
2020-12-01 04:32:45,55.1818,11.244928
2020-12-01 04:32:49,55.181987,11.24488
2020-12-01 04:32:52,55.182127,11.244845
2020-12-01 04:32:56,55.182268,11.244812
2020-12-01 04:32:59,55.182457,11.244767
2020-12-01 04:33:05,55.18274,11.244705
2020-12-01 04:33:09,55.182928,11.244672
2020-12-01 04:33:11,55.183022,11.244655
2020-12-01 04:33:15,55.183208,11.244627
2020-12-01 04:33:18,55.183208,11.244627
2020-12-01 04:33:19,55.183395,11.244595
2020-12-01 04:33:22,55.18349,11.244578
2020-12-01 04:33:25,55.18368,11.244542
2020-12-01 04:33:29,55.18387,11.244503
2020-12-01 04:33:32,55.184015,11.244472
2020-12-01 04:33:36,55.184158,11.24444
2020-12-01 04:33:38,55.184303,11.24441
2020-12-01 04:33:46,55.18464,11.24433
2020-12-01 04:33:49,55.184833,11.244282
2020-12-01 04:33:59,55.185272,11.244167
2020-12-01 04:34:09,55.185803,11.244057
2020-12-01 04:34:19,55.18629,11.24397
2020-12-01 04:34:29,55.186777,11.243865
2020-12-01 04:34:38,55.187212,11.243765
2020-12-01 04:34:49,55.18775,11.243635
2020-12-01 04:34:59,55.188187,11.243552
2020-12-01 04:35:00,55.188283,11.243535
2020-12-01 04:35:05,55.188528,11.243497
2020-12-01 04:35:07,55.188578,11.24349
2020-12-01 04:35:09,55.188727,11.243465
2020-12-01 04:35:12,55.188873,11.243437
2020-12-01 04:35:16,55.189022,11.243407
2020-12-01 04:35:19,55.189218,11.243362
2020-12-01 04:35:23,55.189367,11.243328
2020-12-01 04:35:26,55.189515,11.243293
2020-12-01 04:35:29,55.189712,11.243245
2020-12-01 04:35:40,55.190202,11.243133
2020-12-01 04:35:49,55.190692,11.243023
2020-12-01 04:35:59,55.191127,11.242938
2020-12-01 04:36:09,55.191663,11.24281
2020-12-01 04:36:18,55.192058,11.242708
2020-12-01 04:36:19,55.192157,11.242683
2020-12-01 04:36:29,55.192648,11.242553
2020-12-01 04:36:40,55.19314,11.242412
2020-12-01 04:36:49,55.193628,11.242283
2020-12-01 04:36:50,55.193628,11.242283
2020-12-01 04:36:59,55.194072,11.242177
2020-12-01 04:37:00,55.194122,11.242165
2020-12-01 04:37:05,55.194418,11.242097
2020-12-01 04:37:06,55.194468,11.242087
2020-12-01 04:37:09,55.194617,11.242053
2020-12-01 04:37:12,55.194767,11.24202
2020-12-01 04:37:15,55.194915,11.241987
2020-12-01 04:37:19,55.19511,11.241947
2020-12-01 04:37:29,55.195597,11.24185
2020-12-01 04:37:40,55.196083,11.241747
2020-12-01 04:37:49,55.196578,11.241625
2020-12-01 04:37:59,55.197023,11.241523
2020-12-01 04:38:09,55.197565,11.241408
2020-12-01 04:38:19,55.198055,11.241302
2020-12-01 04:38:28,55.198448,11.241207
2020-12-01 04:38:40,55.199045,11.241057
2020-12-01 04:38:49,55.199538,11.240912
2020-12-01 04:38:59,55.199978,11.240778
2020-12-01 04:39:08,55.200467,11.240637
2020-12-01 04:39:18,55.200467,11.240637
2020-12-01 04:39:19,55.20101,11.240497
2020-12-01 04:39:28,55.201403,11.240398
2020-12-01 04:39:40,55.201993,11.240268
2020-12-01 04:39:48,55.202435,11.240162
2020-12-01 04:39:59,55.202927,11.240042
2020-12-01 04:40:08,55.203415,11.239927
2020-12-01 04:40:19,55.203953,11.239798
2020-12-01 04:40:28,55.204342,11.239705
2020-12-01 04:40:40,55.204922,11.239588
2020-12-01 04:40:48,55.205348,11.239502
2020-12-01 04:40:58,55.20583,11.239402
2020-12-01 04:41:08,55.206317,11.2393
2020-12-01 04:41:19,55.20685,11.239192
2020-12-01 04:41:28,55.207238,11.239117
2020-12-01 04:41:40,55.207817,11.239013
2020-12-01 04:41:48,55.208258,11.238945
2020-12-01 04:41:58,55.208723,11.238875
2020-12-01 04:42:08,55.209167,11.238803
2020-12-01 05:31:09,55.182332,11.19351
2020-12-01 05:31:19,55.182578,11.192803
2020-12-01 05:31:29,55.182825,11.192097
2020-12-01 05:31:39,55.183063,11.191392
2020-12-01 05:31:48,55.183268,11.190732
2020-12-01 05:31:59,55.18352,11.189927
2020-12-01 05:32:09,55.183755,11.189198
2020-12-01 05:32:17,55.183925,11.188687
2020-12-01 05:32:19,55.183998,11.18847
2020-12-01 05:32:29,55.184257,11.187743
2020-12-01 05:32:30,55.184283,11.187672
2020-12-01 05:32:35,55.184413,11.187307
2020-12-01 05:32:36,55.184438,11.187232
2020-12-01 05:32:39,55.184515,11.187012
2020-12-01 05:32:42,55.184565,11.186865
2020-12-01 05:32:46,55.184665,11.186568
2020-12-01 05:32:48,55.184738,11.186345
2020-12-01 05:32:52,55.184833,11.186048
2020-12-01 05:32:55,55.184907,11.185827
2020-12-01 05:32:59,55.185002,11.18553
2020-12-01 05:33:09,55.185238,11.184778
2020-12-01 05:33:18,55.185238,11.184778
2020-12-01 05:33:19,55.185453,11.184013
2020-12-01 05:33:21,55.185495,11.183855
2020-12-01 05:33:26,55.185575,11.18354
2020-12-01 05:33:28,55.185635,11.183305
2020-12-01 05:33:29,55.185655,11.183225
2020-12-01 05:33:32,55.185715,11.182983
2020-12-01 05:33:39,55.185855,11.182413
2020-12-01 05:33:45,55.185968,11.181927
2020-12-01 05:33:48,55.186022,11.181682
2020-12-01 05:33:59,55.186207,11.180775
2020-12-01 05:34:09,55.186373,11.179945
2020-12-01 05:34:19,55.186535,11.179113
2020-12-01 05:34:29,55.186698,11.178288
2020-12-01 05:34:39,55.186853,11.17748
2020-12-01 05:34:48,55.18698,11.176753
2020-12-01 05:34:58,55.187118,11.175965
2020-12-01 05:35:09,55.187248,11.175105
2020-12-01 05:35:19,55.187362,11.174325
2020-12-01 05:35:22,55.187382,11.17417
2020-12-01 05:35:25,55.187418,11.173863
2020-12-01 05:35:28,55.187443,11.173632
2020-12-01 05:35:29,55.18745,11.173555
2020-12-01 05:35:32,55.187473,11.173323
2020-12-01 05:35:35,55.187488,11.173092
2020-12-01 05:35:39,55.187503,11.172862
2020-12-01 05:35:42,55.18752,11.172555
2020-12-01 05:35:46,55.187528,11.172325
2020-12-01 05:35:48,55.18753,11.172095
2020-12-01 05:35:52,55.187523,11.17179
2020-12-01 05:35:55,55.187517,11.171562
2020-12-01 05:35:58,55.187507,11.171337
2020-12-01 05:36:02,55.187495,11.171115
2020-12-01 05:36:05,55.187478,11.170822
2020-12-01 05:36:09,55.187462,11.170532
2020-12-01 05:36:12,55.18745,11.170312
2020-12-01 05:36:15,55.18744,11.17009
2020-12-01 05:36:19,55.18742,11.169797
2020-12-01 05:36:22,55.187403,11.169578
2020-12-01 05:36:25,55.187385,11.169358
2020-12-01 05:36:29,55.187362,11.169063
2020-12-01 05:36:32,55.18735,11.168915
2020-12-01 05:36:35,55.18733,11.168622
2020-12-01 05:36:39,55.187312,11.168402
2020-12-01 05:36:42,55.187288,11.16811
2020-12-01 05:36:46,55.18727,11.167893
2020-12-01 05:36:49,55.18725,11.167678
2020-12-01 05:36:52,55.18722,11.167398
2020-12-01 05:36:56,55.187192,11.167188
2020-12-01 05:36:58,55.18716,11.16698
2020-12-01 05:37:00,55.187135,11.166845
2020-12-01 05:37:06,55.187062,11.166515
2020-12-01 05:37:06,55.187045,11.16645
2020-12-01 05:37:10,55.186997,11.166255
2020-12-01 05:37:12,55.186942,11.166067
2020-12-01 05:37:16,55.186883,11.165878
2020-12-01 05:37:20,55.186802,11.165633
2020-12-01 05:37:22,55.186735,11.165457
2020-12-01 05:37:26,55.186663,11.165285
2020-12-01 05:37:29,55.186567,11.165063
2020-12-01 05:37:32,55.186493,11.1649
2020-12-01 05:37:36,55.186413,11.164747
2020-12-01 05:37:39,55.186333,11.164597
2020-12-01 05:37:42,55.186223,11.164405
2020-12-01 05:37:45,55.18614,11.164263
2020-12-01 05:37:49,55.186055,11.164128
2020-12-01 05:37:52,55.185935,11.163957
2020-12-01 05:37:55,55.185842,11.16383
2020-12-01 05:37:58,55.18575,11.163703
2020-12-01 05:38:01,55.18566,11.163572
2020-12-01 05:38:05,55.185538,11.163395
2020-12-01 05:38:09,55.185417,11.163218
2020-12-01 05:38:12,55.185325,11.163087
2020-12-01 05:38:15,55.185232,11.162958
2020-12-01 05:38:20,55.185107,11.162788
2020-12-01 05:38:22,55.185012,11.16266
2020-12-01 05:38:26,55.18492,11.162535
2020-12-01 05:38:29,55.184793,11.162373
2020-12-01 05:38:35,55.184603,11.16213
2020-12-01 05:38:39,55.184508,11.162012
2020-12-01 05:38:49,55.184193,11.161608
2020-12-01 05:38:58,55.183888,11.161193
2020-12-01 05:39:10,55.183553,11.160733
2020-12-01 05:39:20,55.183233,11.160337
2020-12-01 05:39:21,55.183233,11.160337
2020-12-01 05:39:21,55.183167,11.160262
2020-12-01 05:39:24,55.183068,11.160148
2020-12-01 05:39:29,55.182898,11.159973
2020-12-01 05:39:31,55.182863,11.159938
2020-12-01 05:39:38,55.182615,11.159727
2020-12-01 05:39:39,55.182578,11.159702
2020-12-01 05:39:45,55.182318,11.159542
2020-12-01 05:39:49,55.182207,11.159475
2020-12-01 05:39:52,55.182058,11.159387
2020-12-01 05:39:55,55.181947,11.159318
2020-12-01 05:39:59,55.181797,11.159238
2020-12-01 05:40:02,55.181682,11.159195
2020-12-01 05:40:06,55.181565,11.15916
2020-12-01 05:40:10,55.18141,11.159115
2020-12-01 05:40:12,55.181297,11.15908
2020-12-01 05:40:15,55.181182,11.159045
2020-12-01 05:40:20,55.181025,11.158998
2020-12-01 05:40:22,55.180907,11.158972
2020-12-01 05:40:25,55.180788,11.158958
2020-12-01 05:40:30,55.18063,11.158948
2020-12-01 05:40:32,55.18051,11.158945
2020-12-01 05:40:35,55.180388,11.15894
2020-12-01 05:40:39,55.180267,11.158937
2020-12-01 05:40:42,55.180147,11.158935
2020-12-01 05:40:46,55.17998,11.158945
2020-12-01 05:40:49,55.179857,11.158962
2020-12-01 05:40:53,55.179695,11.15899
2020-12-01 05:40:56,55.179572,11.159017
2020-12-01 05:40:59,55.179405,11.159058
2020-12-01 05:41:02,55.179282,11.159095
2020-12-01 05:41:05,55.179157,11.159135
2020-12-01 05:41:09,55.17899,11.15919
2020-12-01 06:29:15,55.183078,11.244633
