time,lat,lon
2021-09-28 17:31:31,55.1714,11.1603
2021-09-28 17:31:41,55.1714,11.1603
2021-09-28 17:31:52,55.1714,11.1603
2021-09-28 17:32:01,55.1714,11.1603
2021-09-28 17:32:11,55.1714,11.1603
2021-09-28 17:32:20,55.1714,11.1603
2021-09-28 17:32:31,55.1714,11.1603
2021-09-28 17:32:41,55.1714,11.1603
2021-09-28 17:32:52,55.1714,11.1603
2021-09-28 17:33:01,55.1714,11.1603
2021-09-28 17:33:06,55.1714,11.1603
2021-09-28 17:33:11,55.1714,11.1603
2021-09-28 17:33:20,55.1714,11.1603
2021-09-28 17:33:31,55.1714,11.1603
2021-09-28 17:33:40,55.1714,11.1603
2021-09-28 17:33:52,55.1714,11.1603
2021-09-28 17:34:01,55.1714,11.1603
2021-09-28 17:34:11,55.1714,11.1603
2021-09-28 17:34:31,55.1714,11.1603
2021-09-28 17:34:40,55.1714,11.1603
2021-09-28 17:34:52,55.1714,11.1603
2021-09-28 17:35:01,55.1714,11.1603
2021-09-28 17:35:11,55.1714,11.1603
2021-09-28 17:35:22,55.1714,11.1603
2021-09-28 17:35:31,55.1714,11.1603
2021-09-28 17:35:40,55.1714,11.1603
2021-09-28 17:35:52,55.1714,11.1603
2021-09-28 17:36:00,55.1714,11.1603
2021-09-28 17:36:11,55.1714,11.1603
2021-09-28 17:36:22,55.1714,11.1603
2021-09-28 17:36:31,55.1714,11.1603
2021-09-28 17:36:40,55.1714,11.1603
2021-09-28 17:36:52,55.1714,11.1603
2021-09-28 17:37:00,55.1714,11.1603
2021-09-28 17:37:12,55.1714,11.1603
2021-09-28 17:37:22,55.1714,11.1603
2021-09-28 17:37:31,55.1714,11.1603
2021-09-28 17:37:51,55.1714,11.1603
2021-09-28 17:38:00,55.1714,11.1603
2021-09-28 17:38:12,55.1714,11.1603
2021-09-28 17:38:22,55.1714,11.1603
2021-09-28 17:38:31,55.1714,11.1603
2021-09-28 17:38:42,55.1714,11.1603
2021-09-28 17:38:51,55.1714,11.1603
2021-09-28 17:39:00,55.1714,11.1603
2021-09-28 17:39:10,55.1714,11.1603
2021-09-28 17:39:12,55.1714,11.1603
2021-09-28 17:39:22,55.1714,11.1603
2021-09-28 17:39:31,55.1714,11.1603
2021-09-28 17:39:42,55.1714,11.1603
2021-09-28 17:39:51,55.1714,11.1603
2021-09-28 17:40:00,55.1714,11.1603
2021-09-28 17:40:12,55.1714,11.1603
2021-09-28 17:40:22,55.1714,11.1603
2021-09-28 17:40:32,55.1714,11.1603
2021-09-28 17:40:42,55.1714,11.1603
2021-09-28 17:40:51,55.1714,11.1603
2021-09-28 17:41:00,55.1714,11.1603
2021-09-28 17:41:12,55.1714,11.1603
2021-09-28 17:41:21,55.1714,11.1603
