time,lat,lon
2021-09-28 17:11:32,55.1727,11.218
2021-09-28 17:11:35,55.1727,11.2177
2021-09-28 17:11:38,55.1727,11.2174
2021-09-28 17:11:42,55.1728,11.2172
2021-09-28 17:11:45,55.1729,11.2168
2021-09-28 17:11:48,55.1729,11.2167
2021-09-28 17:11:52,55.173,11.2163
2021-09-28 17:11:55,55.173,11.2161
2021-09-28 17:11:58,55.1731,11.2158
2021-09-28 17:12:02,55.1731,11.2155
2021-09-28 17:12:05,55.1732,11.2152
2021-09-28 17:12:08,55.1733,11.215
2021-09-28 17:12:10,55.1734,11.2148
2021-09-28 17:12:15,55.1735,11.2145
2021-09-28 17:12:18,55.1736,11.2143
2021-09-28 17:12:21,55.1737,11.214
2021-09-28 17:12:25,55.1738,11.2138
2021-09-28 17:12:28,55.1739,11.2136
2021-09-28 17:12:32,55.174,11.2133
2021-09-28 17:12:35,55.1741,11.2131
2021-09-28 17:12:38,55.1741,11.2129
2021-09-28 17:12:42,55.1743,11.2126
2021-09-28 17:12:45,55.1743,11.2124
2021-09-28 17:12:48,55.1745,11.2121
2021-09-28 17:12:52,55.1746,11.2119
2021-09-28 17:12:58,55.1748,11.2114
2021-09-28 17:13:02,55.1749,11.2112
2021-09-28 17:13:10,55.1751,11.2105
2021-09-28 17:13:21,55.1754,11.2097
2021-09-28 17:13:32,55.1758,11.2089
2021-09-28 17:13:42,55.176,11.2083
2021-09-28 17:13:52,55.1763,11.2076
2021-09-28 17:14:02,55.1766,11.2068
2021-09-28 17:14:12,55.1769,11.206
2021-09-28 17:14:21,55.1772,11.2054
2021-09-28 17:14:32,55.1775,11.2046
2021-09-28 17:14:42,55.1778,11.204
2021-09-28 17:14:51,55.1781,11.2032
2021-09-28 17:15:02,55.1783,11.2025
2021-09-28 17:15:08,55.1783,11.2025
2021-09-28 17:15:12,55.1787,11.2017
2021-09-28 17:15:21,55.1789,11.2011
2021-09-28 17:15:32,55.1792,11.2002
2021-09-28 17:15:42,55.1795,11.1996
2021-09-28 17:15:51,55.1798,11.1989
2021-09-28 17:16:02,55.1801,11.1981
2021-09-28 17:16:12,55.1804,11.1973
2021-09-28 17:16:21,55.1806,11.1967
2021-09-28 17:16:32,55.1809,11.1959
2021-09-28 17:16:41,55.1812,11.1952
2021-09-28 17:16:51,55.1815,11.1945
2021-09-28 17:17:01,55.1818,11.1938
2021-09-28 17:17:12,55.1821,11.193
2021-09-28 17:17:21,55.1823,11.1923
2021-09-28 17:17:31,55.1826,11.1916
2021-09-28 17:17:41,55.1829,11.1908
2021-09-28 17:17:51,55.1832,11.1901
2021-09-28 17:18:01,55.1835,11.1894
2021-09-28 17:18:12,55.1838,11.1886
2021-09-28 17:18:21,55.1841,11.1879
2021-09-28 17:18:30,55.1844,11.1873
2021-09-28 17:18:41,55.1847,11.1864
2021-09-28 17:18:51,55.185,11.1857
2021-09-28 17:18:53,55.185,11.1855
2021-09-28 17:18:56,55.1851,11.1853
2021-09-28 17:19:01,55.1852,11.1849
2021-09-28 17:19:08,55.1854,11.1844
2021-09-28 17:19:12,55.1855,11.184
2021-09-28 17:19:15,55.1856,11.1838
2021-09-28 17:19:18,55.1856,11.1836
2021-09-28 17:19:21,55.1857,11.1833
2021-09-28 17:19:25,55.1858,11.183
2021-09-28 17:19:28,55.1858,11.1827
2021-09-28 17:19:31,55.1859,11.1826
2021-09-28 17:19:35,55.186,11.1822
2021-09-28 17:19:38,55.186,11.1819
2021-09-28 17:19:41,55.1861,11.1817
2021-09-28 17:19:44,55.1861,11.1814
2021-09-28 17:19:48,55.1862,11.1811
2021-09-28 17:19:51,55.1862,11.1808
2021-09-28 17:19:55,55.1863,11.1805
2021-09-28 17:19:58,55.1863,11.1802
2021-09-28 17:20:01,55.1864,11.18
2021-09-28 17:20:05,55.1865,11.1796
2021-09-28 17:20:08,55.1865,11.1794
2021-09-28 17:20:12,55.1866,11.1791
2021-09-28 17:20:18,55.1867,11.1785
2021-09-28 17:20:21,55.1867,11.1783
2021-09-28 17:20:31,55.1868,11.1775
2021-09-28 17:20:41,55.187,11.1766
2021-09-28 17:20:51,55.1871,11.1758
2021-09-28 17:21:01,55.1872,11.1749
2021-09-28 17:21:07,55.1872,11.1749
2021-09-28 17:21:11,55.1873,11.1741
2021-09-28 17:21:12,55.1873,11.174
2021-09-28 17:21:18,55.1874,11.1736
2021-09-28 17:21:21,55.1874,11.1732
